COUNTRY,YEAR,DISEASE NAME,SEX CODE,DEATH RATE PER 100K
PAN,2021,Gastritis and duodenitis,FEMALE,0.15
PAN,2021,Inflammatory bowel disease,FEMALE,0.1
PAN,2021,Kidney diseases,FEMALE,19.13
PAN,2021,Osteoarthritis,FEMALE,0.1
PAN,2021,Poisonings,FEMALE,0.06
PAN,2021,Exposure to mechanical forces,FEMALE,0.05
PAN,2021,Collective violence and legal intervention,FEMALE,0
PAN,2021,Tuberculosis,FEMALE,3.58
PAN,2021,Syphilis,FEMALE,0.02
PAN,2021,Genital herpes,FEMALE,0
PAN,2021,Diphtheria,FEMALE,0
PAN,2021,African trypanosomiasis,FEMALE,0
PAN,2021,Dengue,FEMALE,0
PAN,2021,Lower respiratory infections,FEMALE,12.89
PAN,2021,Vitamin A deficiency,FEMALE,0
PAN,2021,Liver cancer,FEMALE,4.26
PAN,2021,Bladder cancer,FEMALE,0.73
PAN,2021,Larynx cancer,FEMALE,0.2
PAN,2021,Thalassaemias,FEMALE,0.01
PAN,2021,Bipolar disorder,FEMALE,0.05
PAN,2021,Rheumatic heart disease,FEMALE,0.34
PAN,2021,Urolithiasis,FEMALE,0
PAN,2021,Back and neck pain,FEMALE,0
PAN,2021,Oral conditions,FEMALE,0
PAN,2021,Sudden infant death syndrome,FEMALE,0.1
PAN,2021,"Fire, heat and hot substances",FEMALE,0.42
PAN,2021,Chlamydia,FEMALE,0
PAN,2021,Measles,FEMALE,0
PAN,2021,Acute hepatitis E,FEMALE,0
PAN,2021,Chagas disease,FEMALE,0
PAN,2021,Echinococcosis,FEMALE,0
PAN,2021,Food-bourne trematodes,FEMALE,0
PAN,2021,Leprosy,FEMALE,0
PAN,2021,Maternal conditions,FEMALE,1.76
PAN,2021,Birth asphyxia and birth trauma,FEMALE,1.44
PAN,2021,Melanoma and other skin cancers,FEMALE,1.44
PAN,2021,Brain and nervous system cancers,FEMALE,1.96
PAN,2021,Thyroid cancer,FEMALE,1.05
PAN,2021,Sickle cell disorders and trait,FEMALE,0.51
PAN,2021,Drug use disorders,FEMALE,0
PAN,2021,Parkinson disease,FEMALE,1.86
PAN,2021,Uncorrected refractive errors,FEMALE,0
PAN,2021,Stroke,FEMALE,42.39
PAN,2021,Cirrhosis of the liver,FEMALE,7.23
PAN,2021,Gynecological diseases,FEMALE,0
PAN,2021,Drowning,FEMALE,1.25
PAN,2021,Trichomoniasis,FEMALE,0
PAN,2021,Meningitis,FEMALE,0.26
PAN,2021,Leishmaniasis,FEMALE,0
PAN,2021,Yellow fever,FEMALE,0.1
PAN,2021,Trichuriasis,FEMALE,0
PAN,2021,Mouth and oropharynx cancers,FEMALE,1.06
PAN,2021,Cervix uteri cancer,FEMALE,10.33
PAN,2021,Testicular cancer,FEMALE,0
PAN,2021,Kidney cancer,FEMALE,0.98
PAN,2021,Diabetes mellitus,FEMALE,33.54
PAN,2021,Eating disorders,FEMALE,0
PAN,2021,Multiple sclerosis,FEMALE,0.14
PAN,2021,Other vision loss,FEMALE,0
PAN,2021,Self-harm,FEMALE,0.99
PAN,2021,Diarrhoeal diseases,FEMALE,3.95
PAN,2021,Acute hepatitis C,FEMALE,0.06
PAN,2021,Iodine deficiency,FEMALE,0
PAN,2021,Colon and rectum cancers,FEMALE,8.97
PAN,2021,Prostate cancer,FEMALE,0
PAN,2021,Depressive disorders,FEMALE,0
PAN,2021,Autism and Asperger syndrome,FEMALE,0
PAN,2021,Idiopathic intellectual disability,FEMALE,0
PAN,2021,Migraine,FEMALE,0
PAN,2021,Other hearing loss,FEMALE,0
PAN,2021,Rheumatoid arthritis,FEMALE,1.52
PAN,2021,Road injury,FEMALE,2.46
PAN,2021,Interpersonal violence,FEMALE,3.5
PAN,2021,Whooping cough,FEMALE,0
PAN,2021,Malaria,FEMALE,0
PAN,2021,Trachoma,FEMALE,0
PAN,2021,Upper respiratory infections,FEMALE,0.35
PAN,2021,Iron-deficiency anaemia,FEMALE,0.73
PAN,2021,Pancreas cancer,FEMALE,3.19
PAN,2021,"Lymphomas, multiple myeloma",FEMALE,3.54
PAN,2021,Schizophrenia,FEMALE,0.1
PAN,2021,Glaucoma,FEMALE,0
PAN,2021,Hypertensive heart disease,FEMALE,12.61
PAN,2021,Asthma,FEMALE,0.89
PAN,2021,Paralytic ileus and intestinal obstruction,FEMALE,1.76
PAN,2021,Pancreatitis,FEMALE,0.79
PAN,2021,Benign prostatic hyperplasia,FEMALE,0
PAN,2021,Gout,FEMALE,0
PAN,2021,Falls,FEMALE,0.82
PAN,2021,Gonorrhoea,FEMALE,0
PAN,2021,Tetanus,FEMALE,0
PAN,2021,Schistosomiasis,FEMALE,0
PAN,2021,Cysticercosis,FEMALE,0.27
PAN,2021,Rabies,FEMALE,0
PAN,2021,Ascariasis,FEMALE,0.01
PAN,2021,Otitis media,FEMALE,0
PAN,2021,Preterm birth complications,FEMALE,4.05
PAN,2021,"Trachea, bronchus, lung cancers",FEMALE,3.68
PAN,2021,Leukaemia,FEMALE,3.76
PAN,2021,Alcohol use disorders,FEMALE,0
PAN,2021,Alzheimer disease and other dementias,FEMALE,7.68
PAN,2021,Cataracts,FEMALE,0
PAN,2021,Ischaemic heart disease,FEMALE,63.46
PAN,2021,Peptic ulcer disease,FEMALE,0.48
PAN,2021,Gallbladder and biliary diseases,FEMALE,1.32
PAN,2021,Infertility,FEMALE,0
PAN,2021,Congenital anomalies,FEMALE,7.09
PAN,2021,Natural disasters,FEMALE,0.03
PAN,2021,Encephalitis,FEMALE,0.04
PAN,2021,Acute hepatitis A,FEMALE,0.23
PAN,2021,Lymphatic filariasis,FEMALE,0
PAN,2021,Hookworm disease,FEMALE,0
PAN,2021,COVID-19,FEMALE,70.45
PAN,2021,Neonatal sepsis and infections,FEMALE,1.71
PAN,2021,Oesophagus cancer,FEMALE,0.26
PAN,2021,Breast cancer,FEMALE,14.51
PAN,2021,Corpus uteri cancer,FEMALE,3.47
PAN,2021,Gallbladder and biliary tract cancer,FEMALE,1.47
PAN,2021,Mesothelioma,FEMALE,0.05
PAN,2021,Anxiety disorders,FEMALE,0
PAN,2021,Epilepsy,FEMALE,1.75
PAN,2021,Macular degeneration,FEMALE,0
PAN,2021,"Cardiomyopathy, myocarditis, endocarditis",FEMALE,3.61
PAN,2021,Appendicitis,FEMALE,0.26
PAN,2021,Skin diseases,FEMALE,5
PER,2021,Tuberculosis,FEMALE,9.88
PER,2021,Genital herpes,FEMALE,0
PER,2021,Dengue,FEMALE,0
PER,2021,Lower respiratory infections,FEMALE,64.49
PER,2021,Vitamin A deficiency,FEMALE,0
PER,2021,Liver cancer,FEMALE,8.05
PER,2021,Bladder cancer,FEMALE,1.04
PER,2021,Larynx cancer,FEMALE,0.22
PER,2021,Thalassaemias,FEMALE,0.09
PER,2021,Bipolar disorder,FEMALE,0
PER,2021,Rheumatic heart disease,FEMALE,0.63
PER,2021,Urolithiasis,FEMALE,0
PER,2021,Back and neck pain,FEMALE,0.02
PER,2021,Oral conditions,FEMALE,0.05
PER,2021,Sudden infant death syndrome,FEMALE,0.06
PER,2021,"Fire, heat and hot substances",FEMALE,0.2
PER,2021,HIV/AIDS,FEMALE,1.42
PER,2021,Acute hepatitis B,FEMALE,0.14
PER,2021,Onchocerciasis,FEMALE,0
PER,2021,Protein-energy malnutrition,FEMALE,5.69
PER,2021,Stomach cancer,FEMALE,16.16
PER,2021,Ovary cancer,FEMALE,4.64
PER,2021,Childhood behavioural disorders,FEMALE,0
PER,2021,Non-migraine headache,FEMALE,0
PER,2021,Chronic obstructive pulmonary disease,FEMALE,8.82
PER,2021,Gastritis and duodenitis,FEMALE,1.44
PER,2021,Inflammatory bowel disease,FEMALE,0.1
PER,2021,Kidney diseases,FEMALE,28.01
PER,2021,Osteoarthritis,FEMALE,0.38
PER,2021,Poisonings,FEMALE,0.46
PER,2021,Exposure to mechanical forces,FEMALE,0.42
PER,2021,Self-harm,FEMALE,0.81
PER,2021,Collective violence and legal intervention,FEMALE,0.05
PER,2021,Trichomoniasis,FEMALE,0
PER,2021,Meningitis,FEMALE,0.24
PER,2021,Acute hepatitis E,FEMALE,0.01
PER,2021,Leishmaniasis,FEMALE,0.01
PER,2021,Echinococcosis,FEMALE,0.02
PER,2021,Yellow fever,FEMALE,0.77
PER,2021,Trichuriasis,FEMALE,0
PER,2021,Mouth and oropharynx cancers,FEMALE,1.73
PER,2021,Cervix uteri cancer,FEMALE,15.67
PER,2021,Testicular cancer,FEMALE,0
PER,2021,Kidney cancer,FEMALE,1.72
PER,2021,Diabetes mellitus,FEMALE,17.12
PER,2021,Eating disorders,FEMALE,0
PER,2021,Multiple sclerosis,FEMALE,0.17
PER,2021,Other vision loss,FEMALE,0
PER,2021,Cirrhosis of the liver,FEMALE,14.78
PER,2021,Gynecological diseases,FEMALE,0
PER,2021,Chlamydia,FEMALE,0.01
PER,2021,Measles,FEMALE,0
PER,2021,Chagas disease,FEMALE,0
PER,2021,Food-bourne trematodes,FEMALE,0
PER,2021,Leprosy,FEMALE,0
PER,2021,Maternal conditions,FEMALE,6.19
PER,2021,Birth asphyxia and birth trauma,FEMALE,2.12
PER,2021,Melanoma and other skin cancers,FEMALE,2.18
PER,2021,Brain and nervous system cancers,FEMALE,3.52
PER,2021,Thyroid cancer,FEMALE,1.81
PER,2021,Sickle cell disorders and trait,FEMALE,0.03
PER,2021,Drug use disorders,FEMALE,0.04
PER,2021,Parkinson disease,FEMALE,0.97
PER,2021,Glaucoma,FEMALE,0
PER,2021,Uncorrected refractive errors,FEMALE,0
PER,2021,Hypertensive heart disease,FEMALE,6.17
PER,2021,Stroke,FEMALE,34.07
PER,2021,Drowning,FEMALE,0.65
PER,2021,Whooping cough,FEMALE,0.16
PER,2021,Malaria,FEMALE,0.05
PER,2021,Trachoma,FEMALE,0
PER,2021,Upper respiratory infections,FEMALE,0.06
PER,2021,Iron-deficiency anaemia,FEMALE,2.09
PER,2021,Colon and rectum cancers,FEMALE,10.09
PER,2021,Pancreas cancer,FEMALE,5.87
PER,2021,Prostate cancer,FEMALE,0
PER,2021,"Lymphomas, multiple myeloma",FEMALE,5.97
PER,2021,Depressive disorders,FEMALE,0
PER,2021,Schizophrenia,FEMALE,0.09
PER,2021,Idiopathic intellectual disability,FEMALE,0.03
PER,2021,Asthma,FEMALE,0.77
PER,2021,Paralytic ileus and intestinal obstruction,FEMALE,3
PER,2021,Pancreatitis,FEMALE,1.58
PER,2021,Benign prostatic hyperplasia,FEMALE,0
PER,2021,Gout,FEMALE,0
PER,2021,Falls,FEMALE,0.39
PER,2021,Diarrhoeal diseases,FEMALE,1.57
PER,2021,Acute hepatitis C,FEMALE,0.07
PER,2021,Iodine deficiency,FEMALE,0.01
PER,2021,Oesophagus cancer,FEMALE,0.71
PER,2021,Corpus uteri cancer,FEMALE,2.27
PER,2021,Autism and Asperger syndrome,FEMALE,0
PER,2021,Migraine,FEMALE,0
PER,2021,Other hearing loss,FEMALE,0
PER,2021,Rheumatoid arthritis,FEMALE,1.39
PER,2021,Road injury,FEMALE,6.8
PER,2021,Interpersonal violence,FEMALE,2.24
PER,2021,Tetanus,FEMALE,0.12
PER,2021,Encephalitis,FEMALE,0.19
PER,2021,Acute hepatitis A,FEMALE,0.42
PER,2021,Schistosomiasis,FEMALE,0
PER,2021,Lymphatic filariasis,FEMALE,0
PER,2021,Ascariasis,FEMALE,0.01
PER,2021,Hookworm disease,FEMALE,0
PER,2021,COVID-19,FEMALE,226.98
PER,2021,Neonatal sepsis and infections,FEMALE,0.81
PER,2021,Breast cancer,FEMALE,13.61
PER,2021,Gallbladder and biliary tract cancer,FEMALE,6.31
PER,2021,Mesothelioma,FEMALE,0.2
PER,2021,Anxiety disorders,FEMALE,0
PER,2021,Epilepsy,FEMALE,0.99
PER,2021,Macular degeneration,FEMALE,0
PER,2021,"Cardiomyopathy, myocarditis, endocarditis",FEMALE,0.82
PER,2021,Appendicitis,FEMALE,0.56
PER,2021,Skin diseases,FEMALE,3.86
PER,2021,Syphilis,FEMALE,0.58
PER,2021,Gonorrhoea,FEMALE,0
PER,2021,Diphtheria,FEMALE,0
PER,2021,African trypanosomiasis,FEMALE,0
PER,2021,Cysticercosis,FEMALE,0.18
PER,2021,Rabies,FEMALE,0.03
PER,2021,Otitis media,FEMALE,0.01
PER,2021,Preterm birth complications,FEMALE,4.91
PER,2021,"Trachea, bronchus, lung cancers",FEMALE,9.87
PER,2021,Leukaemia,FEMALE,5.22
PER,2021,Alcohol use disorders,FEMALE,0.12
PER,2021,Alzheimer disease and other dementias,FEMALE,3.62
PER,2021,Cataracts,FEMALE,0
PER,2021,Ischaemic heart disease,FEMALE,49.73
PER,2021,Peptic ulcer disease,FEMALE,1.3
PER,2021,Gallbladder and biliary diseases,FEMALE,2.8
PER,2021,Infertility,FEMALE,0
PER,2021,Congenital anomalies,FEMALE,5.49
PER,2021,Natural disasters,FEMALE,0.07
PHL,2021,Diarrhoeal diseases,FEMALE,7.31
PHL,2021,Acute hepatitis C,FEMALE,0
PHL,2021,Iodine deficiency,FEMALE,0
PHL,2021,Oesophagus cancer,FEMALE,0.33
PHL,2021,Colon and rectum cancers,FEMALE,10.48
PHL,2021,Corpus uteri cancer,FEMALE,2.55
PHL,2021,Autism and Asperger syndrome,FEMALE,0
PHL,2021,Migraine,FEMALE,0
PHL,2021,Other hearing loss,FEMALE,0.01
PHL,2021,Rheumatoid arthritis,FEMALE,0.32
PHL,2021,Road injury,FEMALE,3.48
PHL,2021,Interpersonal violence,FEMALE,2.8
PHL,2021,Whooping cough,FEMALE,0.08
PHL,2021,Malaria,FEMALE,0.01
PHL,2021,Trachoma,FEMALE,0
PHL,2021,Upper respiratory infections,FEMALE,0.07
PHL,2021,Iron-deficiency anaemia,FEMALE,3.2
PHL,2021,Pancreas cancer,FEMALE,3.21
PHL,2021,Prostate cancer,FEMALE,0
PHL,2021,"Lymphomas, multiple myeloma",FEMALE,2.8
PHL,2021,Depressive disorders,FEMALE,0
PHL,2021,Schizophrenia,FEMALE,0.18
PHL,2021,Idiopathic intellectual disability,FEMALE,0.03
PHL,2021,Asthma,FEMALE,8.99
PHL,2021,Paralytic ileus and intestinal obstruction,FEMALE,1.74
PHL,2021,Pancreatitis,FEMALE,0.9
PHL,2021,Benign prostatic hyperplasia,FEMALE,0
PHL,2021,Gout,FEMALE,0.7
PHL,2021,Falls,FEMALE,3.77
PHL,2021,Syphilis,FEMALE,0.87
PHL,2021,Gonorrhoea,FEMALE,0
PHL,2021,Diphtheria,FEMALE,0.01
PHL,2021,Tetanus,FEMALE,0.25
PHL,2021,African trypanosomiasis,FEMALE,0
PHL,2021,Cysticercosis,FEMALE,0.01
PHL,2021,Rabies,FEMALE,0.99
PHL,2021,Otitis media,FEMALE,0.05
PHL,2021,Preterm birth complications,FEMALE,8.8
PHL,2021,"Trachea, bronchus, lung cancers",FEMALE,8.89
PHL,2021,Leukaemia,FEMALE,4.09
PHL,2021,Alcohol use disorders,FEMALE,0.08
PHL,2021,Alzheimer disease and other dementias,FEMALE,2.37
PHL,2021,Cataracts,FEMALE,0.01
PHL,2021,Ischaemic heart disease,FEMALE,118.09
PHL,2021,Peptic ulcer disease,FEMALE,5.41
PHL,2021,Gallbladder and biliary diseases,FEMALE,1.99
PHL,2021,Infertility,FEMALE,0
PHL,2021,Congenital anomalies,FEMALE,9.02
PHL,2021,Natural disasters,FEMALE,0.61
PHL,2021,Encephalitis,FEMALE,0.26
PHL,2021,Acute hepatitis A,FEMALE,0.21
PHL,2021,Schistosomiasis,FEMALE,0.35
PHL,2021,Lymphatic filariasis,FEMALE,0
PHL,2021,Ascariasis,FEMALE,0.03
PHL,2021,Hookworm disease,FEMALE,0
PHL,2021,COVID-19,FEMALE,32.14
PHL,2021,Neonatal sepsis and infections,FEMALE,1.55
PHL,2021,Breast cancer,FEMALE,28.1
PHL,2021,Gallbladder and biliary tract cancer,FEMALE,0.55
PHL,2021,Mesothelioma,FEMALE,0.02
PHL,2021,Anxiety disorders,FEMALE,0.04
PHL,2021,Epilepsy,FEMALE,1.19
PHL,2021,Macular degeneration,FEMALE,0
PHL,2021,"Cardiomyopathy, myocarditis, endocarditis",FEMALE,3.34
PHL,2021,Appendicitis,FEMALE,0.3
PHL,2021,Skin diseases,FEMALE,5.33
PHL,2021,HIV/AIDS,FEMALE,0.1
PHL,2021,Acute hepatitis B,FEMALE,0.73
PHL,2021,Onchocerciasis,FEMALE,0
PHL,2021,Protein-energy malnutrition,FEMALE,5.59
PHL,2021,Stomach cancer,FEMALE,2.2
PHL,2021,Ovary cancer,FEMALE,5.72
PHL,2021,Childhood behavioural disorders,FEMALE,0
PHL,2021,Non-migraine headache,FEMALE,0
PHL,2021,Chronic obstructive pulmonary disease,FEMALE,12.63
PHL,2021,Gastritis and duodenitis,FEMALE,0.37
PHL,2021,Inflammatory bowel disease,FEMALE,0.14
PHL,2021,Kidney diseases,FEMALE,30.76
PHL,2021,Osteoarthritis,FEMALE,0.46
PHL,2021,Poisonings,FEMALE,0.15
PHL,2021,Exposure to mechanical forces,FEMALE,0.51
PHL,2021,Self-harm,FEMALE,1.77
PHL,2021,Collective violence and legal intervention,FEMALE,0.22
PHL,2021,Tuberculosis,FEMALE,21.27
PHL,2021,Genital herpes,FEMALE,0
PHL,2021,Dengue,FEMALE,1.11
PHL,2021,Lower respiratory infections,FEMALE,82.96
PHL,2021,Vitamin A deficiency,FEMALE,0
PHL,2021,Liver cancer,FEMALE,5.95
PHL,2021,Bladder cancer,FEMALE,0.46
PHL,2021,Larynx cancer,FEMALE,0.25
PHL,2021,Thalassaemias,FEMALE,0.77
PHL,2021,Bipolar disorder,FEMALE,0.01
PHL,2021,Rheumatic heart disease,FEMALE,3.14
PHL,2021,Urolithiasis,FEMALE,0
PHL,2021,Back and neck pain,FEMALE,0.09
PHL,2021,Oral conditions,FEMALE,0.12
PHL,2021,Sudden infant death syndrome,FEMALE,0.14
PHL,2021,"Fire, heat and hot substances",FEMALE,0.68
PHL,2021,Chlamydia,FEMALE,0
PHL,2021,Measles,FEMALE,0.74
PHL,2021,Chagas disease,FEMALE,0
PHL,2021,Food-bourne trematodes,FEMALE,0
PHL,2021,Leprosy,FEMALE,0.02
PHL,2021,Maternal conditions,FEMALE,5.27
PHL,2021,Birth asphyxia and birth trauma,FEMALE,3.64
PHL,2021,Melanoma and other skin cancers,FEMALE,0.61
PHL,2021,Brain and nervous system cancers,FEMALE,1.99
PHL,2021,Thyroid cancer,FEMALE,2.1
PHL,2021,Sickle cell disorders and trait,FEMALE,0.01
PHL,2021,Drug use disorders,FEMALE,0.05
PHL,2021,Parkinson disease,FEMALE,0.77
PHL,2021,Glaucoma,FEMALE,0.02
PHL,2021,Uncorrected refractive errors,FEMALE,0
PHL,2021,Hypertensive heart disease,FEMALE,28.66
PHL,2021,Stroke,FEMALE,77.88
PHL,2021,Cirrhosis of the liver,FEMALE,5.48
PHL,2021,Drowning,FEMALE,2.93
PHL,2021,Trichomoniasis,FEMALE,0
PHL,2021,Meningitis,FEMALE,1.03
PHL,2021,Acute hepatitis E,FEMALE,0.05
PHL,2021,Leishmaniasis,FEMALE,0
PHL,2021,Echinococcosis,FEMALE,0.01
PHL,2021,Yellow fever,FEMALE,0
PHL,2021,Trichuriasis,FEMALE,0
PHL,2021,Mouth and oropharynx cancers,FEMALE,2.83
PHL,2021,Cervix uteri cancer,FEMALE,8.57
PHL,2021,Testicular cancer,FEMALE,0
PHL,2021,Kidney cancer,FEMALE,0.77
PHL,2021,Diabetes mellitus,FEMALE,33.49
PHL,2021,Eating disorders,FEMALE,0
PHL,2021,Multiple sclerosis,FEMALE,0.07
PHL,2021,Other vision loss,FEMALE,0
PHL,2021,Gynecological diseases,FEMALE,0
PNG,2021,Chlamydia,FEMALE,0.01
PNG,2021,Whooping cough,FEMALE,0.4
PNG,2021,Measles,FEMALE,0.07
PNG,2021,Malaria,FEMALE,29.4
PNG,2021,Chagas disease,FEMALE,0
PNG,2021,Trachoma,FEMALE,0
PNG,2021,Food-bourne trematodes,FEMALE,0
PNG,2021,Leprosy,FEMALE,0
PNG,2021,Upper respiratory infections,FEMALE,0.02
PNG,2021,Iron-deficiency anaemia,FEMALE,0
PNG,2021,Pancreas cancer,FEMALE,0.6
PNG,2021,Thyroid cancer,FEMALE,1.67
PNG,2021,"Lymphomas, multiple myeloma",FEMALE,2.44
PNG,2021,Schizophrenia,FEMALE,0
PNG,2021,Glaucoma,FEMALE,0
PNG,2021,Hypertensive heart disease,FEMALE,7.75
PNG,2021,Paralytic ileus and intestinal obstruction,FEMALE,0.4
PNG,2021,Drowning,FEMALE,3.12
PNG,2021,Trichomoniasis,FEMALE,0
PNG,2021,Meningitis,FEMALE,1.89
PNG,2021,Acute hepatitis E,FEMALE,0
PNG,2021,Leishmaniasis,FEMALE,0
PNG,2021,Echinococcosis,FEMALE,0.77
PNG,2021,Trichuriasis,FEMALE,0
PNG,2021,Maternal conditions,FEMALE,11.45
PNG,2021,Birth asphyxia and birth trauma,FEMALE,11.98
PNG,2021,Mouth and oropharynx cancers,FEMALE,3.31
PNG,2021,Melanoma and other skin cancers,FEMALE,2.92
PNG,2021,Testicular cancer,FEMALE,0
PNG,2021,Kidney cancer,FEMALE,0.22
PNG,2021,Brain and nervous system cancers,FEMALE,0.49
PNG,2021,Sickle cell disorders and trait,FEMALE,0
PNG,2021,Drug use disorders,FEMALE,0.01
PNG,2021,Parkinson disease,FEMALE,0.94
PNG,2021,Uncorrected refractive errors,FEMALE,0
PNG,2021,Stroke,FEMALE,58.44
PNG,2021,Cirrhosis of the liver,FEMALE,1.26
PNG,2021,Gynecological diseases,FEMALE,0.14
PNG,2021,HIV/AIDS,FEMALE,10.89
PNG,2021,Acute hepatitis B,FEMALE,0.03
PNG,2021,Onchocerciasis,FEMALE,0
PNG,2021,Yellow fever,FEMALE,0
PNG,2021,Protein-energy malnutrition,FEMALE,1.44
PNG,2021,Stomach cancer,FEMALE,3.02
PNG,2021,Cervix uteri cancer,FEMALE,14.46
PNG,2021,Ovary cancer,FEMALE,3.95
PNG,2021,Diabetes mellitus,FEMALE,27.09
PNG,2021,Eating disorders,FEMALE,0
PNG,2021,Multiple sclerosis,FEMALE,0
PNG,2021,Other vision loss,FEMALE,0
PNG,2021,Inflammatory bowel disease,FEMALE,0.01
PNG,2021,Exposure to mechanical forces,FEMALE,0.25
PNG,2021,Self-harm,FEMALE,1.4
PNG,2021,Tuberculosis,FEMALE,49.49
PNG,2021,Genital herpes,FEMALE,0
PNG,2021,Dengue,FEMALE,0.01
PNG,2021,Lower respiratory infections,FEMALE,21.53
PNG,2021,Vitamin A deficiency,FEMALE,0
PNG,2021,Liver cancer,FEMALE,5.87
PNG,2021,Bladder cancer,FEMALE,0.3
PNG,2021,Larynx cancer,FEMALE,0.2
PNG,2021,Thalassaemias,FEMALE,0.19
PNG,2021,Bipolar disorder,FEMALE,0
PNG,2021,Childhood behavioural disorders,FEMALE,0
PNG,2021,Non-migraine headache,FEMALE,0
PNG,2021,Rheumatic heart disease,FEMALE,7.62
PNG,2021,Chronic obstructive pulmonary disease,FEMALE,43.88
PNG,2021,Gastritis and duodenitis,FEMALE,0.15
PNG,2021,Kidney diseases,FEMALE,4.46
PNG,2021,Osteoarthritis,FEMALE,0
PNG,2021,Sudden infant death syndrome,FEMALE,0.37
PNG,2021,Poisonings,FEMALE,0.06
PNG,2021,Collective violence and legal intervention,FEMALE,0.5
PNG,2021,Syphilis,FEMALE,2.76
PNG,2021,Diphtheria,FEMALE,0.15
PNG,2021,African trypanosomiasis,FEMALE,0
PNG,2021,Cysticercosis,FEMALE,0.54
PNG,2021,Rabies,FEMALE,0.15
PNG,2021,Otitis media,FEMALE,0
PNG,2021,Preterm birth complications,FEMALE,21.14
PNG,2021,"Trachea, bronchus, lung cancers",FEMALE,4.12
PNG,2021,Leukaemia,FEMALE,2.62
PNG,2021,Alcohol use disorders,FEMALE,0.01
PNG,2021,Alzheimer disease and other dementias,FEMALE,3.94
PNG,2021,Cataracts,FEMALE,0
PNG,2021,Ischaemic heart disease,FEMALE,40.06
PNG,2021,Peptic ulcer disease,FEMALE,1.54
PNG,2021,Urolithiasis,FEMALE,0
PNG,2021,Infertility,FEMALE,0
PNG,2021,Back and neck pain,FEMALE,0
PNG,2021,Congenital anomalies,FEMALE,7.13
PNG,2021,Oral conditions,FEMALE,0
PNG,2021,"Fire, heat and hot substances",FEMALE,1.44
PNG,2021,Gonorrhoea,FEMALE,0
PNG,2021,Tetanus,FEMALE,0.5
PNG,2021,Acute hepatitis A,FEMALE,0.08
PNG,2021,Schistosomiasis,FEMALE,0
PNG,2021,Ascariasis,FEMALE,0.25
PNG,2021,COVID-19,FEMALE,48.97
PNG,2021,Neonatal sepsis and infections,FEMALE,2.66
PNG,2021,Breast cancer,FEMALE,18.5
PNG,2021,Anxiety disorders,FEMALE,0
PNG,2021,Epilepsy,FEMALE,0.68
PNG,2021,Macular degeneration,FEMALE,0
PNG,2021,"Cardiomyopathy, myocarditis, endocarditis",FEMALE,3.31
PNG,2021,Appendicitis,FEMALE,0.06
PNG,2021,Gallbladder and biliary diseases,FEMALE,0.91
PNG,2021,Skin diseases,FEMALE,0.79
PNG,2021,Natural disasters,FEMALE,0
PNG,2021,Encephalitis,FEMALE,0.6
PNG,2021,Lymphatic filariasis,FEMALE,0
PNG,2021,Hookworm disease,FEMALE,0
PNG,2021,Oesophagus cancer,FEMALE,1.49
PNG,2021,Corpus uteri cancer,FEMALE,1.56
PNG,2021,Gallbladder and biliary tract cancer,FEMALE,0.65
PNG,2021,Mesothelioma,FEMALE,0.08
PNG,2021,Autism and Asperger syndrome,FEMALE,0
PNG,2021,Migraine,FEMALE,0
PNG,2021,Other hearing loss,FEMALE,0
PNG,2021,Rheumatoid arthritis,FEMALE,0
PNG,2021,Road injury,FEMALE,9.36
PNG,2021,Interpersonal violence,FEMALE,4.91
PNG,2021,Diarrhoeal diseases,FEMALE,18.16
PNG,2021,Acute hepatitis C,FEMALE,0.01
PNG,2021,Iodine deficiency,FEMALE,0
PNG,2021,Colon and rectum cancers,FEMALE,2.66
PNG,2021,Prostate cancer,FEMALE,0
PNG,2021,Depressive disorders,FEMALE,0
PNG,2021,Idiopathic intellectual disability,FEMALE,0
PNG,2021,Asthma,FEMALE,16.09
PNG,2021,Pancreatitis,FEMALE,0.16
PNG,2021,Benign prostatic hyperplasia,FEMALE,0
PNG,2021,Gout,FEMALE,0
PNG,2021,Falls,FEMALE,2.16
POL,2021,Syphilis,FEMALE,0
POL,2021,Diphtheria,FEMALE,0.01
POL,2021,African trypanosomiasis,FEMALE,0
POL,2021,Cysticercosis,FEMALE,0
POL,2021,Rabies,FEMALE,0
POL,2021,Otitis media,FEMALE,0
POL,2021,Preterm birth complications,FEMALE,1.38
POL,2021,"Trachea, bronchus, lung cancers",FEMALE,41.66
POL,2021,Leukaemia,FEMALE,6.52
POL,2021,Alcohol use disorders,FEMALE,3.45
POL,2021,Alzheimer disease and other dementias,FEMALE,19.08
POL,2021,Cataracts,FEMALE,0
POL,2021,Ischaemic heart disease,FEMALE,332.44
POL,2021,Peptic ulcer disease,FEMALE,8.96
POL,2021,Infertility,FEMALE,0
POL,2021,Congenital anomalies,FEMALE,1.96
POL,2021,Natural disasters,FEMALE,0.01
POL,2021,Gonorrhoea,FEMALE,0
POL,2021,Tetanus,FEMALE,0
POL,2021,Acute hepatitis A,FEMALE,0.01
POL,2021,Schistosomiasis,FEMALE,0
POL,2021,Ascariasis,FEMALE,0
POL,2021,COVID-19,FEMALE,231.26
POL,2021,Neonatal sepsis and infections,FEMALE,0.06
POL,2021,Breast cancer,FEMALE,37.17
POL,2021,Mesothelioma,FEMALE,0.46
